0.145; I don't know.
0.09; Holy smokes, maybe there really was some sort of explosion at the start of the streaming.
0.165; THE END Coming in on the bus, Burkhardt watched to see if there was any evidence of an explosion.
0.09; Henry, what's the matter with you?
0.079; Burkhardt, sorry, I don't believe we've met.
0.092; Friends, are you happy with your present home freezer?
0.092; Friends, are you happy with your present home freezer?
0.145; I really don't know, Mr. Burkhardt.
0.031; It's a funny day.
0.031; It persisted all through the day and through dinner.
0.145; I don't know.
0.184; Coming?
0.154; You had the same sort of dream.
0.118; Maybe you dreamed I had a dream.
0.118; Maybe...
0.154; Everything did seem sort of strange yesterday.
0.191; Does your present cigarette make your throat feel raspy and unpleasant?
0.123; Marlin cigarettes contain a miraculous new drug which actually gives you the sensation of smooth, creamy smoke.
0.145; I know.
0.145; You know?
0.526; He went to his desk and stared at the mail.
0.184; Before he opened it, he knew that the factory distributor's envelope contained an order for 12 new electronic computers.
0.08; Would you buy me a pack of Kelvins?
0.157; Oh, you really believe that stuff?
0.145; I know how troubled you've been.
0.151; That's why when I see you smoking Kelvins, and I know Marlins are so much better, won't you let me buy some of them for you, huh?
0.241; Here, bring me a carton.
0.085; These new products, the dreams.
0.173; Guy Burkhart went home that night feeling like a man in a nightmare.
0.016; Did you have a good day?
0.145; I don't know.
0.059; Look at the floor.
0.118; What about the floor?
0.121; There were the same unfamiliar faces, the same unusually new-looking buildings, the same unusually bright sunshine.
0.086; Do you remember the phone call?
0.031; Yet I could swear yesterday was June 15th and the day before that.
0.162; I think it's some sort of mass hypnosis or something.
0.105; We were protected from the full force of the rays or whatever they used.
0.118; I found a copper layer under my cellar floor last night.
0.113; Let's take a look at that data.
0.222; The direct elevator pitch pulled only 10%.
0.35; I don't blame you.
0.145; Do you know who's behind this?
0.031; During that day, they pour all kinds of suggestions and propaganda into us.
0.086; At the end of the day, they evaluate the results, see how we've reacted.
0.184; There's somebody coming down the tunnel.
0.184; I'm coming after you.
0.118; Maybe his heart is still beating.
0.183; The real Mr. Dorchin.
0.295; What are you trying to do to us?
0.303; Merely trying to prevent you from damaging my experiment, gentlemen.
0.217; You can't get away with this, Dorchin.
0.136; Sooner or later, somebody, the FBI or somebody, is going to get wind of this madness.
0.5; And if I refuse, I suppose you'll kill me.
0.179; That would be quite impossible.
0.252; What I and my associates did was take the brain circuits from your dead bodies.
0.052; Do you think I believe a fantastic tale like that?
0.157; No, I don't believe it.
0.164; At their feet, the ledge dropped away into a chasm so deep they could not see the bottom.
0.319; And then, Guy Burkhardt knew that the towering shape was none other than Dorchin himself.
0.14457831325301204
